pol_0,pol_1,val_0,val_1
0,0,28942.897520396917,28942.897520396917
0,0,28959.50703035404,28959.50703035404
0,0,28976.323229358874,28976.323229358874
0,0,28993.345255660013,28993.345255660013
0,0,29010.572217987592,29010.572217987592
0,0,29028.003198028622,29028.003198028622
0,0,29045.63725290381,29045.63725290381
0,0,29063.473417640944,29063.473417640944
0,0,29081.51070763847,29081.51070763847
0,0,29099.74812111769,29099.74812111769
0,0,29118.1846415533,29118.1846415533
0,0,29136.81924008399,29136.81924008399
0,0,29155.650877893124,29155.650877893124
0,0,29174.678508559486,29174.678508559486
0,0,29193.901080370073,29193.901080370073
0,0,29213.317538595125,29213.317538595125
0,0,29232.9268277186,29232.9268277186
0,0,29252.727893621963,29252.727893621963
0,0,29272.71968571832,29272.71968571832
0,0,29292.90115903355,29292.90115903355
0,0,29313.2712762309,29313.2712762309
0,0,29333.829009578832,29333.829009578832
0,0,29354.573342856613,29354.573342856613
0,0,29375.503273199058,29375.503273199058
0,0,29396.617812875396,29396.617812875396
0,0,29417.915991003618,29417.915991003618
0,0,29439.39685519684,29439.39685519684
0,0,29461.059473141024,29461.059473141024
0,0,29482.9029341047,29482.9029341047
0,0,29504.92635037752,29504.92635037752
0,0,29527.128858639495,29527.128858639495
0,0,29549.50962125907,29549.50962125907
0,0,29572.0678275208,29572.0678275208
0,0,29594.80269478332,29594.80269478332
0,0,29617.713469565733,29617.713469565733
0,0,29640.799428566213,29640.799428566213
0,0,29664.059879610904,29664.059879610904
0,0,29687.494162534793,29687.494162534793
0,0,29711.101649996308,29711.101649996308
0,0,29734.881748225067,29734.881748225067
0,0,29758.833897707,29758.833897707
0,0,29782.957573804488,29782.957573804488
0,0,29807.25228731611,29807.25228731611
0,0,29831.717584976348,29831.717584976348
0,0,29856.353049897334,29856.353049897334
0,0,29881.15830195426,29881.15830195426
0,0,29906.132998115954,29906.132998115954
0,0,29931.276832724176,29931.276832724176
0,0,29956.589537720974,29956.589537720974
0,0,29982.07088282962,29982.07088282962
0,0,30007.720675687848,30007.720675687848
0,0,30033.538761937856,30033.538761937856
0,0,30059.525025274164,30059.525025274164
0,0,30085.67938745233,30085.67938745233
0,0,30112.001808259614,30112.001808259614
0,0,30138.49228545043,30138.49228545043
0,0,30165.150854649524,30165.150854649524
0,0,30191.9775892229,30191.9775892229
0,0,30218.972600121215,30218.972600121215
0,0,30246.13603569614,30246.13603569614
0,0,30273.468081492298,30273.468081492298
0,0,30300.968960015634,30300.968960015634
0,0,30328.638930483416,30328.638930483416
0,0,30356.47828855424,30356.47828855424
0,0,30384.487366041478,30384.487366041478
0,0,30412.66653061297,30412.66653061297
0,0,30441.01618547667,30441.01618547667
0,0,30469.536769056653,30469.536769056653
0,0,30498.22875465744,30498.22875465744
0,0,30527.092650122828,30527.092650122828
0,0,30556.128997487143,30556.128997487143
0,0,30585.33837262178,30585.33837262178
0,0,30614.721384878878,30614.721384878878
0,0,30644.278676733073,30644.278676733073
0,0,30674.010923421196,30674.010923421196
0,0,30703.918832584735,30703.918832584735
0,0,30734.00314391192,30734.00314391192
0,0,30764.264628783967,30764.264628783967
0,0,30794.704089924624,30794.704089924624
0,0,30825.322361053324,30825.322361053324
0,0,30856.12030654663,30856.12030654663
0,0,30887.098821103693,30887.098821103693
0,0,30918.25882941949,30918.25882941949
0,0,30949.601285866804,30949.601285866804
0,0,30981.127174186215,30981.127174186215
0,0,31012.83750718487,31012.83750718487
0,0,31044.733326445436,31044.733326445436
0,0,31076.815702045056,31076.815702045056
0,0,31109.08573228495,31109.08573228495
0,0,31141.544543430868,31141.544543430868
0,0,31174.193289464678,31174.193289464678
0,0,31207.033151847874,31207.033151847874
0,0,31240.06533929613,31240.06533929613
0,0,31273.291087567923,31273.291087567923
0,0,31306.711659261662,31306.711659261662
0,0,31340.328343629553,31340.328343629553
0,0,31374.142456399542,31374.142456399542
0,0,31408.155339613575,31408.155339613575
0,0,31442.368361475794,31442.368361475794
0,0,31476.782916213575,31476.782916213575
0,0,31511.400423952742,31511.400423952742
0,0,31546.222330602963,31546.222330602963
0,0,31581.250107757467,31581.250107757467
0,0,31616.485252603954,31616.485252603954
0,0,31651.929287847506,31651.929287847506
0,0,31687.583761647402,31687.583761647402
0,0,31723.450247563796,31723.450247563796
0,0,31759.530344517647,31759.530344517647
0,0,31795.825676761524,31795.825676761524
0,0,31832.33789386268,31832.33789386268
0,0,31869.068670697514,31869.068670697514
0,0,31906.0197074562,31906.0197074562
0,0,31943.192729660153,31943.192729660153
0,0,31980.58948818877,31980.58948818877
0,0,32018.211759317408,32018.211759317408
0,0,32056.061344766727,32056.061344766727
0,0,32094.140071761052,32094.140071761052
0,0,32132.449793098058,32132.449793098058
0,0,32170.9923872268,32170.9923872268
0,0,32209.769758338025,32209.769758338025
0,0,32248.78383646166,32248.78383646166
0,0,32288.03657757515,32288.03657757515
0,0,32327.52996372066,32327.52996372066
0,0,32367.26600313131,32367.26600313131
0,0,32407.246730366347,32407.246730366347
0,0,32447.47420645539,32447.47420645539
0,0,32487.950519050682,32487.950519050682
0,0,32528.677782588697,32528.677782588697
0,0,32569.658138458457,32569.658138458457
0,0,32610.893755180274,32610.893755180274
0,0,32652.386828590305,32652.386828590305
0,0,32694.139582035026,32694.139582035026
0,0,32736.154266570833,32736.154266570833
0,0,32778.433161174886,32778.433161174886
0,0,32820.97857296003,32820.97857296003
0,0,32863.792837399,32863.792837399
0,0,32906.87831855617,32906.87831855617
0,0,32950.23740932488,32950.23740932488
0,0,32993.872531674104,32993.872531674104
0,0,33037.78613690016,33037.78613690016
0,0,33081.98070588697,33081.98070588697
0,0,33126.45874937189,33126.45874937189
0,0,33171.22280822001,33171.22280822001
0,0,33216.27545370386,33216.27545370386
0,0,33261.619287788795,33261.619287788795
0,0,33307.25694342991,33307.25694342991
0,0,33353.19108486882,33353.19108486882
0,0,33399.42440794266,33399.42440794266
0,0,33445.95964039639,33445.95964039639
0,0,33492.79954220255,33492.79954220255
0,0,33539.946905889454,33539.946905889454
0,0,33587.40455687095,33587.40455687095
0,0,33635.17535378867,33635.17535378867
0,0,33683.26218885612,33683.26218885612
0,0,33731.66798821177,33731.66798821177
0,0,33780.39571227698,33780.39571227698
0,0,33829.44835612182,33829.44835612182
0,0,33878.828949836505,33878.828949836505
0,0,33928.540558908346,33928.540558908346
0,0,33978.58628460796,33978.58628460796
0,0,34028.96926437896,34028.96926437896
0,0,34079.69267223568,34079.69267223568
0,0,34130.75971916685,34130.75971916685
0,0,34182.1736535466,34182.1736535466
0,0,34233.937761550886,34233.937761550886
0,0,34286.05536758094,34286.05536758094
0,0,34338.52983469395,34338.52983469395
0,0,34391.364565039046,34391.364565039046
0,0,34444.56300030231,34444.56300030231
0,0,34498.12862215431,34498.12862215431
0,0,34552.06495270956,34552.06495270956
0,0,34606.37555498885,34606.37555498885
0,0,34661.064033389746,34661.064033389746
0,0,34716.13403416432,34716.13403416432
0,0,34771.58924590294,34771.58924590294
0,0,34827.433400026435,34827.433400026435
0,0,34883.67027128332,34883.67027128332
0,0,34940.30367825561,34940.30367825561
0,0,34997.33748387142,34997.33748387142
0,0,35054.77559592376,35054.77559592376
0,0,35112.621967597974,35112.621967597974
0,0,35170.88059800649,35170.88059800649
0,0,35229.555532728795,35229.555532728795
0,0,35288.65086436174,35288.65086436174
0,0,35348.1707330748,35348.1707330748
0,0,35408.11932717428,35408.11932717428
0,0,35468.50088367575,35468.50088367575
0,0,35529.31968888101,35529.31968888101
0,0,35590.58007896722,35590.58007896722
0,0,35652.28644058024,35652.28644058024
0,0,35714.443211437305,35714.443211437305
0,0,35777.054880937685,35777.054880937685
0,0,35840.125990781315,35840.125990781315
0,0,35903.661135594324,35903.661135594324
0,1,35967.66496356485,35967.993296077344
0,1,36032.14217708504,36035.63510223196
0,1,36097.097533402986,36103.813249046914
0,1,36162.53584528088,36172.53286938265
0,1,36228.46198166442,36241.79914028506
0,1,36294.88086835837,36311.61728381148
0,1,36361.79748871182,36381.992567886045
0,1,36429.21688431158,36452.93030718151
0,1,36497.14415568458,36524.43586402846
0,1,36565.58446300956,36596.51464934868
0,1,36634.54302683673,36669.172123615324
0,1,36704.02512881658,36742.41379783799
0,1,36774.036112438225,36816.24523457018
0,1,36844.58138377667,36890.672048940694
0,1,36915.666412248545,36965.699909708426
0,1,36987.296731378534,37041.33454033765
0,1,37059.47793957331,37117.581720094604
0,1,37132.21570090731,37194.44728516387
0,1,37205.515745915,37271.937129783924
0,1,37279.38387239479,37350.05720740268
0,1,37353.82594622273,37428.81353184794
0,1,37428.84790217436,37508.212178516376
0,1,37504.455744757666,37588.25928557809
0,1,37580.65554905523,37668.9610551959
0,1,37657.453461576624,37750.32375475836
0,1,37734.85570112084,37832.353718127684
0,1,37812.86855964822,37915.057346898226
0,1,37891.49840316354,37998.44111166802
0,1,37970.75167260836,38082.511553320124
0,1,38050.63488476404,38167.27528431572
0,1,38131.15463316471,38252.738989994206
0,1,38212.31758902222,38338.90942988368
0,1,38294.130502159016,38425.79343901838
0,1,38376.600201953355,38513.39792926442
0,1,38459.733598294864,38601.72989064974
0,1,38543.53768255041,38690.79639270175
0,1,38628.019528540826,38780.60458578965
0,1,38713.18629352817,38871.16170247177
0,1,38799.04521921406,38962.47505884437
0,1,38885.60363274977,39054.5520558983
0,1,38972.86894775439,39147.40018087411
0,1,39060.84866534828,39241.027008623336
0,1,39149.55037519285,39335.440202968486
0,1,39238.98175654533,39430.647518067424
0,1,39329.15057932275,39526.65679977765
0,1,39420.06470517612,39623.475987020545
0,1,39511.73208857855,39721.113113148225
0,1,39604.16077792239,39819.576307309515
0,1,39697.35891662698,39918.873795815016
0,1,39791.33474426138,40019.01390350399
0,1,39886.09659767335,40120.00505510865
0,1,39981.65291213309,40221.85577661924
0,1,40078.01222248767,40324.57469664735
0,1,40175.1831643252,40428.170547789894
0,1,40273.174475152766,40532.65216798927
0,1,40371.99499558315,40638.02850189524
0,1,40471.6536705345,40744.30860222342
0,1,40572.15955044059,40851.501631114246
0,1,40673.52179247288,40959.616861489936
0,1,40775.749661772374,41068.66367840826
0,1,40878.85253269462,41178.65158041916
0,1,40982.83989006458,41289.59018091661
0,1,41087.72133044252,41401.489209489104
0,1,41193.50656340169,41514.35851327202
0,1,41300.20541281603,41628.208058295255
0,1,41407.82781815943,41743.047930830726
0,1,41516.38383581586,41858.88833874067
0,1,41625.883640399385,41975.73961282049
0,1,41736.337526085124,42093.61220814514
0,1,41847.7559079516,42212.51670541109
0,1,41960.149323331236,42332.4638122772
0,1,42073.52843317292,42453.464364707244
0,1,42187.90402341397,42575.52932830772
0,1,42303.28700636191,42698.66979966602
0,1,42419.68842208457,42822.89700768821
0,1,42537.119439811904,42948.22231493249
0,1,42655.59135934474,43074.657218944776
0,1,42775.11561247377,43202.21335358915
0,1,42895.703764405655,43330.90249037866
0,1,43017.36751519936,43460.73653980371
0,1,43140.1187012077,43591.72755265712
0,1,43263.96929652911,43723.88772135696
0,1,43388.931414463645,43857.22938126794
0,1,43515.0173089786,43991.76501201737
0,1,43642.239376177255,44127.507238808226
0,1,43770.610155775226,44264.468833728875
0,1,43900.14233258138,44402.66271705658
0,1,44030.84873798254,44542.10195855749
0,1,44162.74235143228,44682.79977877858
0,1,44295.836301942596,44824.76955033568
0,1,44430.143869578904,44968.02479919119
0,1,44565.6784869549,45112.57920592575
0,1,44702.453740727135,45258.446607000275
0,1,44840.48337309309,45405.640996008195
0,1,44979.78128328298,45554.17652491481
0,1,45120.361529052694,45704.06750528695
0,1,45262.238328170264,45855.328409507216
0,1,45405.42605989863,46007.97387197444
0,1,45549.939266472225,46162.01869028717
0,1,45695.792654564306,46317.47782641029
0,1,45843.001096746295,46474.366407821064
0,1,45991.57963293509,46632.69972863468
0,1,46141.543471828016,46792.493250707485
0,1,46292.90799232195,46953.76260471453
0,1,46445.68874491719,47116.52359119995
0,1,46599.90145310081,47280.79218159926
0,1,46755.56201470992,47446.58451922857
0,1,46912.68650327052,47613.916920242045
0,1,47071.29116931016,47782.80587455054
0,1,47231.3924416421,47953.268046702215
0,1,47393.00692861672,48125.32027672192
0,1,47556.15141933891,48298.979580903026
0,1,47720.842884846505,48474.26315255238
0,1,47887.09847924686,48651.18836268446
0,1,48054.93554081019,48829.77276065869
0,1,48224.37159301033,49010.0340747586
0,1,48395.42434551608,49191.99021270767
0,1,48568.111695122716,49375.65926212028
0,1,48742.451726623,49561.05949087965
0,1,48918.46271361188,49748.20934744113
0,1,49096.163119218414,49937.12746105684
0,1,49275.57159676406,50127.832641914516
0,1,49456.706990337145,50320.34388118578
0,1,49639.5883352798,50514.680350983035
0,1,49824.23485858441,50710.86140421337
0,1,50010.66597918761,50908.90657432769
0,1,50198.90130816109,51108.83557496077
0,1,50388.96064878933,51310.66829944985
0,1,50580.86399652807,51514.42482023483
0,1,50774.63153883871,51720.12538812596
0,1,50970.28365488611,51927.79043143593
0,1,51167.840915098786,52137.44055497062
0,1,51367.32408057746,52349.0965388685
0,1,51568.75410234885,52562.77933728498
0,1,51772.15212045272,52778.51007691206
0,1,51977.53946285528,52996.31005532715
0,1,52184.93764418111,53216.20073916245
0,1,52394.3683642513,53438.20376208918
0,1,52605.85350642168,53662.34092260594
0,1,52819.41513571059,53888.63418162501
0,1,53035.07549670575,54117.10565984914
0,1,53252.857011241096,54347.77763492812
0,1,53472.78227583397,54580.67253838852
0,1,53694.87405887126,54815.81295232811
0,1,53919.155297534395,55053.22160586622
0,1,54145.64909445447,55292.92137133975
0,1,54374.37871408397,55534.935260239385
0,1,54605.36757877721,55779.28641887544
0,1,54838.639264566365,56025.998123763515
0,1,55074.21749662473,56275.09377672373
0,1,55312.126144404625,56526.596899684075
0,1,55552.38921644006,56780.53112917811
0,1,55795.030854802855,57036.92021052982
0,1,56040.07532920419,57295.78799171784
0,1,56287.54703072563,57557.158416908984
0,1,56537.470465176004,57821.055519654285
0,1,56789.870246059174,58087.503415739986
0,1,57044.77108714597,58356.5262956851
0,1,57302.197794637155,58628.14841687838
0,1,57562.17525891293,58902.394095349104
0,1,57824.728445855486,59179.28769716203
0,1,58089.88238773973,59458.853629434
0,1,58357.66217368189,59741.116330963516
0,1,58628.092939639166,60026.10026246806
0,1,58901.19985795468,60313.829896427465
0,1,59177.00812643854,60604.32970652479
0,1,59455.54295698364,60897.6241566825
0,1,59736.82956370543,61193.73768969247
0,1,60020.89315060834,61492.69471543555
0,1,60307.758898769236,61794.51959868845
0,1,60597.451953039126,62099.23664651979
0,1,60889.99740825997,62406.87009527062
0,1,61185.42029499757,62717.44409712539
0,1,61483.74556478715,63030.98270627088
0,1,61784.998074899406,63347.50986464686
0,1,62089.20257262322,63667.04938729205
0,1,62396.38367907288,63989.624947291435
0,1,62706.56587252348,64315.260060327244
0,1,63019.77347128263,64643.97806884236
0,1,63336.03061610151,64975.80212582649
0,1,63655.36125214239,65310.75517822809
0,1,63977.78911050547,65648.8599500088
0,1,64303.33768933152,65990.13892484897
0,1,64632.03023449443,66334.61432851836
0,1,64963.889719896564,66682.30811092479
0,1,65298.93882738605,67033.24192786122
0,1,65637.19992631458,67387.43712246348
0,1,65978.69505275624,67744.91470640207
0,1,66323.44588840893,68105.69534082671
0,1,66671.47373920532,68469.79931708562
0,1,67022.7995136565,68837.24653724718
0,1,67377.443700959,69208.05649444458
0,1,67735.42634889495,69582.24825307618
0,1,68096.76704155584,69959.84042888806
0,1,68461.48487692895,70340.85116897119
0,1,68829.5984443759,70725.29813170712
0,1,69201.12580205052,71113.19846669686
0,1,69576.0844542889,71504.56879471005
0,1,69954.49132902084,71899.42518769555
0,1,70336.3627552451,72297.78314889249
0,1,70721.71444061397,72699.6575930864
0,1,71110.56144918539,73105.062827058
0,1,71502.91817938209,73514.01253026906
0,1,71898.79834222521,73926.51973583795
0,1,72298.21493988846,74342.5968118565
0,1,72701.18024464055,74762.25544310162
0,1,73107.70577822959,75185.50661320098
0,1,73517.8022917798,75612.36058730757
0,1,73931.4797462609,76042.8268953488
0,1,74348.74729360375,76476.91431591062
0,1,74769.61325852673,76914.6308608221
0,1,75194.08512115096,77355.9837605099
0,1,75622.16950047444,77800.97945019275
0,1,76053.87213878585,78249.62355698361
0,1,76489.19788709363,78701.92088798093
0,1,76928.15069165295,79157.87541941732
0,1,77370.73358167218,79617.49028694887
0,1,77816.94865828285,80080.7677771638
0,1,78266.79708486126,80547.70932038863
0,1,78720.27907878472,81018.31548488105
0,1,79177.39390471653,81492.58597248902
1,1,79642.1919344239,81970.51961586307
1,1,80123.78669587223,82452.11437731149
1,1,80609.03966794391,82937.3673493832
1,1,81097.94707583141,83426.27475727067
1,1,81590.5042816804,83918.83196311964
1,1,82086.70579089753,84415.03347233673
1,1,82586.54526054756,84914.87294198682
1,1,83090.01550992714,85418.34319136634
1,1,83597.10853340689,85925.43621484615
1,1,84107.81551563149,86436.14319707073
1,1,84622.12684916287,86950.45453060212
1,1,85140.03215465463,87468.35983609385
1,1,85661.52030364289,87989.84798508213
1,1,86186.57944403536,88514.90712547462
1,1,86715.19702837778,89043.524709817
1,1,87247.35984497581,89575.68752641504
1,1,87783.05405194721,90111.38173338644
1,1,88322.26521427004,90650.59289570924
1,1,88864.97834389735,91193.30602533658
1,1,89411.1779429952,91739.50562443446
1,1,89960.84805036116,92289.1757318004
1,1,90513.972291072,92842.29997251126
1,1,91070.53392940521,93398.86161084443
1,1,91630.51592506886,93958.84360650806
1,1,92193.90099277203,94522.22867421129
1,1,92760.67166515438,95088.99934659361
1,1,93330.81035909009,95659.13804052935
1,1,93904.29944537106,96232.62712681034
1,1,94481.12132176325,96809.44900320242
1,1,95061.25848942426,97389.5861708635
1,1,95644.69363265646,97973.02131409575
1,1,96231.40970196226,98559.7373834014
1,1,96821.39000035581,99149.71768179497
1,1,97414.61827287597,99742.94595431522
1,1,98011.07879923178,100339.40648067094
1,1,98610.75648950186,100939.0841709411
1,1,99213.63698279773,101541.96466423698
1,1,99819.70674878768,102148.03443022682
1,1,100428.95319196541,102757.28087340467
1,1,101041.36475854166,103369.69243998094
